OBJECTID,AllBridges_2012April_1_BDEPT,AllBridges_2012April_1_BIN,AllBridges_2012April_1_Health_Index,AllBridges_2012April_1_Item_6A,AllBridges_2012April_1_Item_7,AllBridges_2012April_1_Item_8_Bridge_Cat,AllBridges_2012April_1_Item_8_Owner,AllBridges_2012April_1_Item_16A,AllBridges_2012April_1_Item_16B,AllBridges_2012April_1_Item_16C,AllBridges_2012April_1_Item_17A,AllBridges_2012April_1_Item_17B,AllBridges_2012April_1_Item_17C,AllBridges_2012April_1_Item_26,AllBridges_2012April_1_Item_28A,AllBridges_2012April_1_Item_29,AllBridges_2012April_1_Item_49,AllBridges_2012April_1_Item_52,AllBridges_2012April_1_Item_58,AllBridges_2012April_1_Item_104,AllBridges_2012April_1_Posting_2_Axle,AllBridges_2012April_1_Posting_3_Axle,AllBridges_2012April_1_Posting_5_Axle,AllBridges_2012April_1_Struct_Def,AllBridges_2012April_1_Town_Name
3403,R05002,3AG,0.9495,COMB  BMRR & LINDEN CRK ,US  1 CUTLER HWY  ,NBI,DOT,42,26,8.0844,71,1,12.3492,12,4,113000,42.3,24.3,5,TRUE,0,0,0,FALSE,Revere
3404,R05027,3AH,0.8939,ST 16 REVERE BCH PKWY   ,US  1 NE XWAY     ,NBI,DOT,42,24,22.8996,71,1,36.0732,12,6,58200,38.7,37.8,5,TRUE,0,0,0,FALSE,Revere
3405,R05028,3AJ,0.7478,HWY   HYSIL AVE        ,US  1 NE XWAY     ,NBI,DOT,42,24,43.8228,71,1,49.9476,12,6,61000,17.7,34.9,6,TRUE,0,0,0,FALSE,Revere
3406,R05033,3AK,0.7634,HWY   MALDEN ST         ,US  1 NE XWAY     ,NBI,DOT,42,25,35.688,71,1,18.7824,12,6,71000,17.6,36,6,TRUE,0,0,0,FALSE,Revere
3407,R05034,3AL,0,ST 60 EB/SQUIRE RD      ,US  1 NE XWAY ,CLO,DOT,42,25,44.7132,71,1,9.4908,12,2,66000,44.5,16.9,7,TRUE,0,0,0,FALSE,Revere
3408,R05038,3AM,0.7337,ST 60 EB/SQUIRE RD      ,US  1 NE XWAY,NBI,DOT,42,25,44.1408,71,1,9.0012,12,4,75400,43.3,30.9,5,TRUE,0,0,0,FALSE,Revere
3409,R05039,3AN,0.9294,US  1 RAMP & ST60      ,US  1 NE XWAY     ,NBI,DOT,42,25,52.4532,71,1,4.476,12,6,55000,147.2,27,5,TRUE,0,0,0,FALSE,Revere
3410,R05041,3AP,0.7448,HWY   SARGENT ST       ,US  1 NE XWAY     ,NBI,DOT,42,25,16.9284,71,1,42.492,12,6,83000,27.4,35.9,6,TRUE,0,0,0,FALSE,Revere
3411,S05037,3AQ,0.6993,ST 99 NB CONN  ,US  1 SB/BROADWAY ,NBI,DOT,42,27,5.7384,71,1,25.7772,14,2,44000,24.7,13.8,7,TRUE,0,0,0,FALSE,Saugus
3412,B16232,3AR,0.5845,I  93 OFF RAMP          ,I  93 UPPR ON RAMP,CLO,DOT,42,21,48,71,3,42,11,2,30000,180.7,10.4,5,TRUE,0,0,0,FALSE,Boston
3413,B16232,3AT,0.5854,I  93 OFF RAMP          ,I  93 UPPR ON RAMP,CLO,DOT,42,21,48,71,3,42,11,2,66700,73.5,10.8,5,TRUE,0,0,0,FALSE,Boston
3414,B16232,3AU,0.586,I  93 NB OFF RAMP       ,I  93 SB UPR ON RP,CLO,DOT,42,21,48,71,3,42,11,2,26000,146.3,10.4,5,TRUE,0,0,0,FALSE,Boston
3415,B16232,3AV,0.5852,I  93 SB OFF RAMP       ,I  93 NB UPR ON RP,CLO,DOT,42,21,48,71,3,42,11,2,37839,146.3,10.4,5,TRUE,0,0,0,FALSE,Boston
3416,B16232,3AW,0.5574,COMB  PARKING & MBTA    ,I  93 SB OFF RP,CLO,DOT,42,21,48,71,3,36,11,2,26800,158.5,10.4,4,TRUE,0,0,0,FALSE,Boston
3417,B16232,3AX,0.6139,COMB  PARKING & MBTA ,I  93 NB OFF RAMP ,CLO,DOT,42,21,48,71,3,42,11,1,27850,158.5,10.5,5,TRUE,0,0,0,FALSE,Boston
3418,B16232,3AY,0.6011,HWY   NASHUA ST & PARKNG,I  93 OFF RMP,CLO,DOT,42,21,58.2228,71,3,51.372,11,2,54650,61.6,16.5,5,TRUE,0,0,0,FALSE,Boston
3419,B16232,3B0,0.6243,HWY   NASHUA ST,I  93 OFF RMP,CLO,DOT,42,21,48,71,3,42,11,2,54650,36.9,10.4,5,TRUE,0,0,0,FALSE,Boston
3420,C09014,3B1,0.7298,HWY   ACCESS RAMP E ,ST 16 EB          ,NBI,DOT,42,24,21.5856,71,1,40.6272,14,3,31700,22.5,13.9,6,TRUE,0,0,0,FALSE,Chelsea
3421,M25017,3B2,0.7616,HWY   GRANITE AVE       ,I  93 /US1/ST3    ,NBI,DOT,42,16,27.6744,71,3,3.1356,11,8,205400,44.2,39,6,TRUE,0,0,0,FALSE,Milton
3422,M12039,3B3,0.5191,ST 16 MYST VAL PKY      ,I  93 ,NBI,DOT,42,24,21.9132,71,6,0.0828,11,8,181000,99.1,42.5,7,TRUE,0,0,0,FALSE,Medford
3423,M12036,3B4,0.916,WATER MYSTIC RIVER      ,I  93 ,NBI,DOT,42,24,52.9668,71,6,15.8148,11,8,174258,78.6,43.3,7,TRUE,0,0,0,FALSE,Medford
3424,M12025,3B5,0.8371,HWY   RIVERSIDE AVE     ,I  93 ,NBI,DOT,42,24,58.5432,71,6,16.326,11,8,174258,62.8,44,7,TRUE,0,0,0,FALSE,Medford
3425,M12027,3B6,0.4198,ST 60 EB/SALEM ST       ,I  93 ,NBI,DOT,42,25,7.9464,71,6,16.2252,11,8,174300,48.8,42.5,7,TRUE,0,0,0,FALSE,Medford
3426,M12028,3B7,0.7348,ST 60 WB/SALEM ST      ,I  93 ,NBI,DOT,42,25,12.2232,71,6,15.9804,11,8,174300,48.8,42.5,7,TRUE,0,0,0,FALSE,Medford
3427,M12029,3B8,0.9686,HWY   WEBSTER ST        ,I  93             ,NBI,DOT,42,25,20.874,71,6,15.012,19,9,169000,40.8,44,8,TRUE,0,0,0,FALSE,Medford
3428,M12030,3B9,0.7556,HWY   VALLEY ST & FLLSWY,I  93 ,NBI,DOT,42,25,33.2832,71,6,13.6872,11,9,169000,41.1,44,7,TRUE,0,0,0,FALSE,Medford
3429,Q01044,3BA,0.9642,HWY   WEST ST           ,I  93 OFF RAMP NB ,NBI,DOT,42,14,24,71,1,30,16,1,14800,29.8,7.6,7,TRUE,0,0,0,FALSE,Quincy
3430,Q01044,3BB,0.9636,HWY   WEST ST           ,I  93 SB ONRAMP   ,NBI,DOT,42,14,24,71,1,30,16,1,13700,30.1,7.2,7,TRUE,0,0,0,FALSE,Quincy
3431,Q01042,3BC,0.712,HWY   FURNACE BROOK PKWY,I  93 /US1/ST3,NBI,DOT,42,14,28.3956,71,1,33.546,11,10,202200,22.6,36,7,TRUE,0,0,0,FALSE,Quincy
3432,Q01041,3BD,0.9068,HWY   WILLARD ST        ,I  93 /US1/ST3    ,NBI,DOT,42,14,40.9344,71,1,54.9912,16,10,20800,28.7,42.1,6,TRUE,0,0,0,FALSE,Quincy
3433,Q01044,3BE,0.7598,HWY   WEST ST           ,I  93 /US1/ST3    ,NBI,DOT,42,14,23.9496,71,1,29.532,11,9,190000,30.4,37.3,7,TRUE,0,0,0,FALSE,Quincy
3434,B16281,3BF,1,I  93 SB                ,I  93 STB UPPR LVL,CLO,DOT,42,22,48,71,4,12,11,1,10,49.7,17.1,7,TRUE,0,0,0,FALSE,Boston
3435,B16281,3BG,0.9801,RR    BMRR & MBTA       ,I  93 SB BT 61-63,CLO,DOT,42,22,46.6644,71,4,36.2928,11,1,10,49.7,8.8,7,TRUE,0,0,0,FALSE,Boston
3436,S17031,3BH,0.717,ST 28 & ST38 & TEMPLE ST,I  93 ,NBI,DOT,42,23,36.1716,71,5,10.0824,11,8,145000,716.9,42.4,4,TRUE,0,0,0,TRUE,Somerville
3437,S17035,3BJ,0.7469,I  93 CONNECTORS        ,I  93 SB OFF RAMP ,NBI,DOT,42,23,30,71,5,6,16,1,15800,176.2,8.8,5,TRUE,0,0,0,FALSE,Somerville
3438,S17036,3BK,0.9773,ST 38 NB/MYSTIC AVE     ,I  93 NB OFFRAMP  ,NBI,DOT,42,23,30.9048,71,5,3.1704,12,1,12200,113.4,11.7,6,TRUE,0,0,0,FALSE,Somerville
3439,S17033,3BL,0.8669,OTHER PEDESTRIAN        ,I  93 NB ON RAMP  ,NBI,DOT,42,23,33.2,71,5,3.12,16,1,12400,151.8,8.8,6,TRUE,0,0,0,FALSE,Somerville
3440,B16281,3BM,0.989,I  93 SB BT 46 - 57  ,I  93 NB          ,NBI,DOT,42,22,40.674,71,4,32.5056,11,3,74200,273.7,21,6,TRUE,0,0,0,FALSE,Boston
3441,S17029,3BN,0.7823,HWY   SHORE DR          ,I  93 ,NBI,DOT,42,23,50.6004,71,5,28.3596,11,8,140000,26.2,42.4,6,TRUE,0,0,0,FALSE,Somerville
3442,B16281,3BP,0.8425,I  93 SB BT 57 - 61  ,I  93 NB          ,NBI,DOT,42,22,45.3324,71,4,34.734,11,3,74200,101.5,21,6,TRUE,0,0,0,FALSE,Boston
3443,B16281,3BQ,0.89760088,I  93 SB BT 61 - B5  ,I  93 NB          ,NBI,DOT,42,22,47.4816,71,4,35.6412,11,3,59900,148.4,21,6,TRUE,0,0,0,FALSE,Boston
3444,B16281,3BR,0.9113,I  93 CONN D & K        ,I  93 BT NB4-N ABT,NBI,DOT,42,22,51.3948,71,4,36.714,11,4,155000,112.8,21.8,6,TRUE,0,0,0,FALSE,Boston
3445,B16281,3BT,0.9953,TR    ORANGE LINE ,I  93 SB BT 46-57,NBI,DOT,42,22,40.2672,71,4,33.2544,11,3,72100,273.7,21.34,6,TRUE,0,0,0,FALSE,Boston
3446,B16281,3BU,0.9889,RR    MBTA & BMRR       ,I  93 SB BT 57-61,NBI,DOT,42,22,45.246,71,4,35.688,11,3,68700,102.1,27.3,6,TRUE,0,0,0,FALSE,Boston
3447,B16281,3BV,0.9938,RR    BMRR              ,I  93 SB BT 61-B5,NBI,DOT,42,22,47.3916,71,4,36.606,11,3,72100,148.4,17.4,6,TRUE,0,0,0,FALSE,Boston
3448,B16232,3BW,0,OTHER 1 93 NB RP/RELIEF ,OTHER REMOVED,REM,DOT,42,21,48,71,3,36,11,2,10,23.8,11,6,TRUE,0,0,0,FALSE,Boston
3449,B16232,3BX,0,HWY   DEWEY SQ TUNNEL   ,I  93 NB DEAD RAMP,CLO,DOT,42,20,48,71,3,42,11,1,10,6.4,8.5,6,TRUE,0,0,0,FALSE,Boston
3453,B16232,3C2,0.9222,HWY   DEWEY SQ TUNNEL   ,I  93 SB OFF RAMP ,DES,DOT,42,20,54,71,3,36,11,3,16500,6.4,7.3,6,TRUE,0,0,0,FALSE,Boston
3454,B16232,3C3,0.320000035,COMB  I 90 & AMTRAK/MBTA,I  93 ONRP NB @BDW,REM,DOT,42,20,49.0452,71,3,35.8308,11,2,45000,218.5,10.3,5,TRUE,0,0,0,FALSE,Boston
3456,B16232,3C5,0.5169,HWY   CITY STREETS      ,I  93 SB OFF RAMP ,DES,DOT,42,20,48,71,3,42,11,1,4700,9.1,8.5,6,TRUE,0,0,0,FALSE,Boston
3459,B16232,3C8,0.8233,HWY   DEWEY SQ TUNNEL   ,I  93 SB ON RAMP  ,DES,DOT,42,20,54,71,3,36,11,1,14040,14,7.3,6,TRUE,0,0,0,FALSE,Boston
3460,B16232,3C9,-1,OTHER I 93 SB OFR/RELIEF,OTHER REMOVED,REM,DOT,42,20,42,71,3,42,11,2,5008,67.1,9.1,5,TRUE,0,0,0,FALSE,Boston
3461,B16281,3CA,0.9948,HWY   MCNUTT BLV & RLIEF,I  93 SB BT18-23RP,CLO,DOT,42,22,18,71,3,60,11,1,10,149.7,8.8,6,TRUE,0,0,0,FALSE,Boston
3463,B16232,3CC,0.7401,HWY   DEWEY SQ TUNNEL   ,I  93 SB OFF RAMP ,DES,DOT,42,20,54,71,3,36,11,1,10800,35.1,8.9,6,TRUE,0,0,0,FALSE,Boston
3464,B16232,3CD,-1,OTHER I 93SB OR/ALBNY ST,OTHER REMOVED,REM,DOT,42,20,36,71,3,36,11,2,18920,80.8,9.1,5,TRUE,0,0,0,FALSE,Boston
3465,B16281,3CE,0.9132,I  93 SB                ,I  93 NB ON RMP,NBI,DOT,42,22,54,71,4,36,12,1,24300,91.4,13.7,5,TRUE,0,0,0,FALSE,Boston
3466,B16232,3CF,0,HWY   CITY STS      ,I  93 NB OF RP@TUN,REM,DOT,42,21,39.5172,71,3,13.8888,11,2,24000,42.1,10.5,7,TRUE,0,0,0,FALSE,Boston
3467,B16281,3CG,0.944299414,RR    MBTA & BMRR       ,I  93 SB B10-B16RP,NBI,DOT,42,22,54,71,4,36,12,2,13000,120.4,13.7,6,TRUE,0,0,0,FALSE,Boston
3468,B16232,3CH,0,HWY   CITY STS      ,I  93 NB ON RP@TUN,REM,DOT,42,21,45.7524,71,3,25.1748,11,2,26200,68.6,10.5,6,TRUE,0,0,0,FALSE,Boston
3469,B16281,3CJ,-1,OTHER I93 ON RMP/MBTA,OTHER REMOVED,REM,DOT,42,22,24,71,4,12,11,1,17800,99.1,8.8,6,TRUE,0,0,0,FALSE,Boston
3470,B16232,3CK,0,HWY   CITY STS      ,I  93 NB OFRMP@CSY,CLO,DOT,42,21,42,71,3,36,11,2,14500,80.2,10.5,6,TRUE,0,0,0,FALSE,Boston
3471,B16232,3CL,0.4846,COMB  CAUSEWAY ST & PKNG,I  93 NB OFF RAMP ,CLO,DOT,42,21,48,71,3,36,11,2,27850,165.8,10.5,5,TRUE,0,0,0,FALSE,Boston
3472,B16232,3CM,0.4482,HWY   CITY ST & PARKING ,I  93 NB OFF RAMP ,CLO,DOT,42,21,48,71,3,36,11,2,27850,94.2,10.5,5,TRUE,0,0,0,FALSE,Boston
3473,B16232,3CN,0.6933,HWY   CITY STS & PARKING,I  93 SB OFRMP SD ,REM,DOT,42,21,48,71,3,36,11,2,26800,64.6,10.5,5,TRUE,0,0,0,FALSE,Boston
3474,B16232,3CP,0.5056,OTHER PARKING           ,I  93 SB ON RAMP  ,CLO,DOT,42,21,48,71,3,36,11,2,26000,44.5,10.5,5,TRUE,0,0,0,FALSE,Boston
3475,B16232,3CQ,0,COMB  I93 SB OFF & PKING,I  93 NB ON RP,REM,DOT,42,21,48,71,3,36,11,2,37839,64.6,10.5,6,TRUE,0,0,0,FALSE,Boston
3476,B16232,3CR,0.6843,COMB  CITY STS & PARKING,I  93 SB RMP @ CSY,CLO,DOT,42,21,42,71,3,42,11,2,21000,110.9,10.5,6,TRUE,0,0,0,FALSE,Boston
3477,B16232,3CT,0.7277,HWY   CITY STS      ,I  93 SB OFRMP RF ,CLO,DOT,42,21,30,71,3,24,11,2,31700,130.8,10.5,5,TRUE,0,0,0,FALSE,Boston
3478,B16232,3CU,0.708500645,OTHER PARKING     ,I  93 SB ONRMP@TUN,CLO,DOT,42,21,30,71,3,24,11,1,28500,88.1,10.5,6,TRUE,0,0,0,FALSE,Boston
3479,B16232,3CV,0.9768,HWY   HIGH ST       ,I  93 SB HIGHST RP,DES,DOT,42,21,6,71,3,12,11,1,40000,156.1,7.7,7,TRUE,0,0,0,FALSE,Boston
3481,B16232,3CX,0.777777778,OTHER US 1 SB/WATER ST  ,OTHER REMOVED,REM,DOT,42,22,0,71,6,0,12,1,28852,157,7.3,7,TRUE,0,0,0,FALSE,Boston
3482,B16232,3CY,0.777777778,OTHER US 1 SB/US 1 NB   ,OTHER REMOVED,REM,DOT,42,22,0,71,6,0,12,2,34401,353.6,8.5,7,TRUE,0,0,0,FALSE,Boston
3483,B16232,3D0,0.7305,HWY   RAMP RD           ,I  93 SB OFRMP@NS ,CLO,DOT,42,21,30,71,3,42,11,2,6750,150.9,10.5,6,TRUE,0,0,0,FALSE,Boston
3484,B16250,3D1,0.8369,WATER NEPONSET RIVER    ,I  93 /US1/ST3  ,NBI,DOT,42,16,39.2412,71,2,56.094,16,8,186000,145.7,36,7,TRUE,0,0,0,FALSE,Boston
3485,B16253,3D2,0.9777,HWY   HALLET STREET     ,I  93 /US1/ST3  ,NBI,DOT,42,16,55.326,71,2,43.4616,11,6,206400,18.2,36.1,7,TRUE,0,0,0,FALSE,Boston
3486,B16252,3D3,1,RR    PCRR SPUR (ABAND),I  93 /US1/ST3  ,NBI,DOT,42,16,58.8684,71,2,41.1144,11,8,205000,14.6,36,7,TRUE,0,0,0,FALSE,Boston
3487,B16270,3D4,0.6984,HWY   THEATRE ACCESS RD ,I  93 /US1/ST3  ,NBI,DOT,42,17,3.8688,71,2,37.4784,11,8,180600,30.8,36,6,TRUE,0,0,0,FALSE,Boston
3488,B16251,3D5,0.6117,"HWY   NEP AV, GALV, MRSY",I  93 /US1/ST3  ,NBI,DOT,42,17,9.222,71,2,35.3724,11,8,182600,364.8,36,6,TRUE,0,0,0,FALSE,Boston
3489,B16265,3D6,0.5665,COMB  MBTA & RED LN SSH ,I  93 /US1/ST3  ,NBI,DOT,42,17,23.4852,71,2,38.0148,12,8,210000,60.7,38.95,5,TRUE,0,0,0,FALSE,Boston
3491,B16232,3D8,0.4781,HWY   DEWEY SQ TUNNEL   ,I  93 NB          ,DES,DOT,42,21,6.8832,71,3,33.1524,11,3,102200,725.1,14.6,6,TRUE,0,0,0,FALSE,Boston
3493,B16232,3DA,0.5956,HWY   SURFACE RD        ,I  93 S ABUT-BT 60,CLO,DOT,42,21,9.576,71,3,29.0196,11,3,88000,165.8,13.8,5,TRUE,0,0,0,FALSE,Boston
3494,B16281,3DB,0.67269974,I  93 SB BT A3-9     ,I  93 NB BT A3-9,CLO,DOT,42,22,12.018,71,3,50.1912,11,3,128000,216.1,17.4,6,TRUE,0,0,0,FALSE,Boston
3495,B16264,3DC,0.9507,HWY   CONLEY ST         ,I  93 /US1/ST3  ,NBI,DOT,42,17,28.1544,71,2,39.6348,11,6,210200,36,35.8,7,TRUE,0,0,0,FALSE,Boston
3496,B16263,3DD,0.998,HWY   VICTORY RD        ,I  93 /US1/ST3  ,NBI,DOT,42,17,54.816,71,2,52.5084,11,8,210200,17.8,35.8,7,TRUE,0,0,0,FALSE,Boston
3497,B16262,3DE,0.5233,HWY   MORRISSEY BLVD    ,I  93 /US1/ST3  ,NBI,DOT,42,18,3.2652,71,2,57.4656,11,9,187000,59.7,35.7,7,TRUE,0,0,0,FALSE,Boston
3498,B16232,3DF,0.4013,OTHER I 93 BT22-9/E BRKL,OTHER REMOVED,REM,DOT,42,20,39.7428,71,3,42.4548,11,6,203730,64.1,27.4,5,TRUE,0,0,0,FALSE,Boston
3499,B16232,3DG,0.475,HWY   DEWEY SQ TUNNEL   ,I  93 SB          ,DES,DOT,42,21,7.4268,71,3,33.7356,11,3,93800,725.1,14.6,6,TRUE,0,0,0,FALSE,Boston
3500,B16232,3DH,0.5909,HWY   SURFACE RD        ,I  93 BENT 60-56  ,CLO,DOT,42,21,24.6672,71,3,5.9832,11,3,88000,83.8,27.6,5,TRUE,0,0,0,FALSE,Boston
3501,B16281,3DJ,0.6729,I  93 SB BT 9-13   ,I  93 NB BT 9-13,CLO,DOT,42,22,15.1824,71,3,54.7344,11,3,128000,117,17.4,6,TRUE,0,0,0,FALSE,Boston
3502,B16232,3DK,0.577100889,OTHER I93/I 90&AMTK/MBTA,OTHER REMOVED,REM,DOT,42,20,47.9148,71,3,39.1752,11,6,203730,202.1,27.4,4,TRUE,0,0,0,FALSE,Boston
3503,B16232,3DL,0.595699918,HWY   CITY STS      ,I  93 BENT 48-56,CLO,DOT,42,21,30.474,71,3,8.2944,11,3,88000,188.7,27.6,5,TRUE,0,0,0,FALSE,Boston
3504,B16281,3DM,0.8081,I  93 SB BT 13-17  ,I  93 NB BT 13-17,CLO,DOT,42,22,18.4944,71,3,59.4144,11,4,127789,99.7,21,6,TRUE,0,0,0,FALSE,Boston
3505,B16260,3DN,0.9565,RR    CSX SPUR         ,I  93 /US1/ST3  ,NBI,DOT,42,18,49.7628,71,3,6.8508,11,8,195600,24.8,33.9,7,TRUE,0,0,0,FALSE,Boston
3506,B16232,3DP,0.5957,HWY   SURFACE RD        ,I  93 BENT 41-48,CLO,DOT,42,21,35.8632,71,3,10.8432,11,3,88000,158.2,27.6,5,TRUE,0,0,0,FALSE,Boston
3507,B16281,3DQ,0.6784,I  93 SB BT 17-24  ,I  93 NB BT 17-24,CLO,DOT,42,22,22.5444,71,4,7.086,11,3,70000,181.1,21,6,TRUE,0,0,0,FALSE,Boston
3509,B16232,3DT,0.5873,HWY   CITY STS      ,I  93 BENT 41-31  ,CLO,DOT,42,21,39.3408,71,3,14.0328,11,6,176780,223.1,27.6,5,TRUE,0,0,0,FALSE,Boston
3510,B16281,3DU,0.6704,I  93 SB BT 33-38  ,I  93 NB BT 33-38,NBI,DOT,42,22,27.768,71,4,17.778,11,3,96400,143.1,21,6,TRUE,0,0,0,FALSE,Boston
3511,B16232,3DV,0.4619,HWY   CITY STS & PARKING,I  93 BENT 23-31 ,CLO,DOT,42,21,44.3124,71,3,23.2128,11,6,88000,226.8,27.6,5,TRUE,0,0,0,FALSE,Boston
3512,B16281,3DW,0.8449,I  93 SB BT 38-46  ,I  93 NB BT 38-46 ,NBI,DOT,42,22,34.14,71,4,25.8672,11,3,74200,198.7,21,6,TRUE,0,0,0,FALSE,Boston
3513,B16232,3DX,0.698,HWY   CITY STS      ,I  93 BENT 23-11  ,CLO,DOT,42,21,50.6376,71,3,31.4316,11,6,88000,360,27.6,5,TRUE,0,0,0,FALSE,Boston
3514,B16281,3DY,0.8684,COMB  MBTA & I 93 SB ,I  93 NB B5-B10   ,NBI,DOT,42,22,53.1444,71,4,36.9624,11,3,59900,167.6,18.9,6,TRUE,0,0,0,FALSE,Boston
3515,B16232,3.00E+00,0.7153,COMB  CAUSEWAY ST & PKNG,I  93 NB BNT 11-2 ,CLO,DOT,42,21,59.8464,71,3,39.8016,11,3,81200,237.7,15.2,6,TRUE,0,0,0,FALSE,Boston
3516,B16281,3.00E+01,0.6719,I  93 SB B10-B16 ,I  93 NB B10-B16,NBI,DOT,42,22,56.3376,71,4,36.6132,11,3,76200,139,21,5,TRUE,0,0,0,FALSE,Boston
3517,B16232,3.00E+02,0.4537,I  93 SB BENT A3-2      ,I  93 NB BNT A3-2 ,CLO,DOT,42,22,6.8484,71,3,45.036,11,3,85000,249.9,14,4,TRUE,0,0,0,FALSE,Boston
3518,B16281,3.00E+03,0.8204,I  93 SB&CMBRG&MBTA/BMRR,I  93 NB B16-NB4,NBI,DOT,42,22,58.6164,71,4,36.534,11,4,84200,375.8,21.7,6,TRUE,0,0,0,FALSE,Boston
3519,B16281,3.00E+04,0,HWY   WATER ST & CANA RP,I  93 SB BT A3-9 ,CLO,DOT,42,22,11.6256,71,3,50.9328,11,3,70000,216.1,17.4,6,TRUE,0,0,0,FALSE,Boston
3520,B16281,3.00E+05,0.996,HWY   WATER ST & MCNUTT ,I  93 SB BT 9-13,CLO,DOT,42,22,14.7072,71,3,55.422,11,3,70000,117,25.6,6,TRUE,0,0,0,FALSE,Boston
3521,B16232,3.00E+06,0.7155,COMB  CAUSEWAY ST & PKNG,I  93 SB  BENT 2-1,CLO,DOT,42,21,56.9664,71,3,38.3148,11,3,85000,240.5,14.2,5,TRUE,0,0,0,FALSE,Boston
3522,B16281,3.00E+07,0.979,COMB  MCNUTT BLVD & MBTA,I  93 SB BT 13-17,CLO,DOT,42,22,17.9256,71,3,59.9472,11,3,128000,99.7,24.7,6,TRUE,0,0,0,FALSE,Boston
3523,B16232,3.00E+08,0.441,WATER CHARLES RIVER     ,I  93 SB BENT A3-2,CLO,DOT,42,22,6.8448,71,3,46.0476,11,3,85000,229.2,14,4,TRUE,0,0,0,FALSE,Boston
3524,B16281,3.00E+09,0.9968,COMB  MCNUTT BLVD & MBTA,I  93 SB BT 17-24,CLO,DOT,42,22,21.9684,71,4,7.6116,11,3,38000,181,22.3,6,TRUE,0,0,0,FALSE,Boston
3525,B16281,3EA,0.9958,TR    ORANGE LINE  ,I  93 SB BT 33-38,NBI,DOT,42,22,27.2712,71,4,18.426,11,3,68700,124,21,6,TRUE,0,0,0,FALSE,Boston
3526,B16281,3EB,0.7664,TR    ORANGE LINE   ,I  93 SB BT 38-46,NBI,DOT,42,22,33.6468,71,4,26.5224,11,3,72100,198.7,21,6,TRUE,0,0,0,FALSE,Boston
3527,B16259,3EC,0.6927,COMB  MBTA & COLUMBIA RD,I  93 /US1/ST3  ,NBI,DOT,42,19,16.6584,71,3,14.0544,11,8,184000,466.6,33.9,6,TRUE,0,0,0,FALSE,Boston
3528,B16281,3ED,0.9846,RR    MBTA/BMRR,I  93 SB B5-B10,NBI,DOT,42,22,53.1336,71,4,37.902,11,3,68700,167.6,17.4,6,TRUE,0,0,0,FALSE,Boston
3529,B16281,3EE,0.9888,RR    MBTA/BMRR       ,I  93 SB B10-B16,NBI,DOT,42,22,56.3448,71,4,37.5456,11,3,68700,134.7,17.4,6,TRUE,0,0,0,FALSE,Boston
3531,B16281,3EG,0.7593,COMB  CAMBRIGE&MBTA/BMRR,I  93 SB  B16-SB4,NBI,DOT,42,22,58.476,71,4,37.47,11,4,75900,370,21.7,6,TRUE,0,0,0,FALSE,Boston
3532,B16259,3EH,0.7128,OTHER RELIEF            ,I  93 SB ON RAMP,NBI,DOT,42,19,12,71,3,12,12,1,21337,156.1,8.9,6,TRUE,0,0,0,FALSE,Boston
3533,B16259,3EJ,0.7466,COMB  RED LINE & RELIEF ,I  93 NB OFF RAMP ,NBI,DOT,42,19,12,71,3,12,12,1,13400,125,8.9,6,TRUE,0,0,0,FALSE,Boston
3543,B16176,3EV,0.6325,WATER MUDDY RIVER       ,HWY   COMM AVE    ,NBI,DOT,42,20,55.4676,71,5,35.2896,14,4,25400,17.7,24.7,7,TRUE,0,0,0,FALSE,Boston
3544,B16176,3EW,0.6274,WATER MUDDY RIVER       ,HWY   COMM AVE    ,NBI,DOT,42,20,56.7384,71,5,35.3472,14,3,27300,17.7,21.2,6,TRUE,0,0,0,FALSE,Boston
3548,C01001,3F1,1,WATER LECHMERE CANAL    ,HWY   LAND BLVD,NBI,DOT,42,22,5.916,71,4,27.6348,14,6,40300,39.9,18.5,6,TRUE,0,0,0,FALSE,Cambridge
3550,B16222,3F3,0.9008,ST  9 HUNTNGTON AVE     ,HWY   JAMAICAWAY  ,NBI,DOT,42,19,54.8832,71,6,47.952,14,4,39200,36.6,21.3,5,TRUE,0,0,0,FALSE,Boston
3552,Q01016,3F5,1,WATER TOWN RIV BAY CANAL,ST  3 A/S ARTERY,NBI,DOT,42,15,7.9092,70,59,24.5472,14,4,45000,16.3,89.9,N,TRUE,0,0,0,FALSE,Quincy
3559,M12044,3FC,0.3688,I  93                   ,I  93 RP TO I93 NB,NBI,DOT,42,24,5.2236,71,5,43.6344,16,1,19800,63.1,8.8,6,TRUE,0,0,0,FALSE,Medford
3574,C01012,3FU,0.9787,RR    MBTA/BMRR  ,ST  2 A/MASS AVE  ,634,DOT,42,23,18.0492,71,7,12.378,14,4,30300,11.4,28.7,6,TRUE,0,0,0,FALSE,Cambridge
3598,E12007,3GK,0.7481,RR    MBTA/BMRR/CSX     ,ST 99 NB/BROADWAY,634,DOT,42,24,5.9148,71,3,40.8024,14,2,23000,33.8,15.5,5,TRUE,0,0,0,FALSE,Everett
3607,B16067,3GV,0.3741,COMB  ORANGE & MBTA/BMRR,HWY   MAIN ST ,634,DOT,42,23,7.4004,71,4,37.542,14,5,75800,47.2,25.4,5,TRUE,0,0,0,FALSE,Boston
